features,condition,n,k_pos,win_rate,wilson_lower,p_value,complexity,outcome
dig_Ma|sade_sati_phase|ix_paksha_ju_dig,enemy||none||KRISHNA_moolatrikona,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
dig_Ve|ix_paksha_ju_dig,neutral||KRISHNA_moolatrikona,19,17,0.8947,0.6861,0.0020609,2,BULL_DIR
dig_Ma|ix_paksha_ju_dig|comb_Mo_s,enemy||KRISHNA_moolatrikona||comb_Mo=0,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
vara_dig|dig_Sa|dig_Me,debilitated||enemy||debilitated,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
dig_Ma|ix_paksha_ju_dig,enemy||KRISHNA_moolatrikona,19,17,0.8947,0.6861,0.0020609,2,BULL_DIR
dig_Ma|dig_Ve|parivartana_any_s,debilitated||moolatrikona||parivartana_any=0,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
moon_phase|dig_Mo|dig_Me,BALSAMIC||friendly||neutral,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
dig_Me|ix_paksha_ju_dig|comb_Mo_s,friendly||KRISHNA_enemy||comb_Mo=1,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
dig_Sa|ix_paksha_ju_dig,enemy||KRISHNA_moolatrikona,19,17,0.8947,0.6861,0.0020609,2,BULL_DIR
dig_Ma|mahadasha|ix_paksha_ju_dig,enemy||Ra||KRISHNA_moolatrikona,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
paksha|dig_Ma|ix_paksha_ju_dig,KRISHNA||enemy||KRISHNA_moolatrikona,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
dig_Ve|mahadasha|ix_paksha_ju_dig,neutral||Ra||KRISHNA_moolatrikona,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
dig_Ju|dig_Sa|dig_Me,enemy||exalted||debilitated,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
dig_Ju|dig_Sa|dig_Ve,friendly||debilitated||own,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
paksha|dig_Ju|dig_Ve,KRISHNA||moolatrikona||neutral,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
dig_Ju|dig_Ve|mahadasha,friendly||own||Ma,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
paksha|dig_Ju|dig_Sa,KRISHNA||moolatrikona||enemy,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
dig_Ju|dig_Ma|mahadasha,own||own||Ju,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
dig_Ju|dig_Ve|ix_paksha_ju_dig,moolatrikona||neutral||KRISHNA_moolatrikona,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
dig_Sa|ix_paksha_ju_dig|comb_Mo_s,enemy||KRISHNA_moolatrikona||comb_Mo=0,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
dig_Me|tara_quality|ix_paksha_ju_dig,enemy||achievement||SHUKLA_enemy,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
dig_Ve|sade_sati_phase|ix_paksha_ju_dig,neutral||none||KRISHNA_moolatrikona,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
dig_Sa|sade_sati_phase|ix_paksha_ju_dig,enemy||none||KRISHNA_moolatrikona,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
dig_Ju|dig_Sa|ix_paksha_ju_dig,moolatrikona||enemy||KRISHNA_moolatrikona,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
paksha|dig_Ju|dig_Ma,KRISHNA||moolatrikona||enemy,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
dig_Sa|dig_Ma|ix_paksha_ju_dig,enemy||enemy||KRISHNA_moolatrikona,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
dig_Ju|dig_Ma|ix_paksha_ju_dig,moolatrikona||enemy||KRISHNA_moolatrikona,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
dig_Sa|mahadasha|ix_paksha_ju_dig,enemy||Ra||KRISHNA_moolatrikona,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
dig_Sa|dig_Ve|parivartana_any_s,exalted||moolatrikona||parivartana_any=0,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
dig_Ju|dig_Sa|dig_Ma,enemy||own||own,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
paksha|dig_Ve|ix_paksha_ju_dig,KRISHNA||neutral||KRISHNA_moolatrikona,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
paksha|dig_Sa|ix_paksha_ju_dig,KRISHNA||enemy||KRISHNA_moolatrikona,19,17,0.8947,0.6861,0.0020609,3,BULL_DIR
nak_mo_name|vara_dig|dig_Ma,Anuradha||debilitated||neutral,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
moon_phase|dig_Me|ix_paksha_ju_dig,BALSAMIC||enemy||KRISHNA_own,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
dig_Sa|dig_Ve|dig_Me,own||friendly||own,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
dig_Sa|dig_Mo|dig_Ve,enemy||exalted||exalted,14,13,0.9286,0.6853,1.3e-07,3,STRONG_BULL
dig_Sa|dig_Mo|dig_Ve,enemy||exalted||exalted,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
nak_mo_name|dig_Me|mahadasha,Mula||enemy||Ra,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
dig_Ma|mahadasha|ix_paksha_ju_dig,enemy||Ra||KRISHNA_debilitated,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
nak_mo_name|dig_Ve|sade_sati_phase,UttaraPhalguni||moolatrikona||none,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
moon_phase|nak_mo_name|dig_Ma,BALSAMIC||Jyeshtha||friendly,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
moon_phase|dig_Ma|mahadasha,DIS_GIBBOUS||moolatrikona||Ra,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
nak_mo_name|dig_Sa|dig_Ve,Chitra||enemy||friendly,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
moon_phase|dig_Ma|ix_paksha_nak,BALSAMIC||friendly||KRISHNA_Jyeshtha,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
dig_Mo|dig_Me|papakartari_s,own||neutral||papakartari=1,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
dig_Sa|dig_Mo|dig_Me,neutral||debilitated||debilitated,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
moon_phase|vara_dig|dig_Ma,DIS_GIBBOUS||friendly||exalted,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
vara_dig|dig_Sa|dig_Mo,moolatrikona||enemy||neutral,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
vara_dig|dig_Me|comb_Mo_s,own||friendly||comb_Mo=1,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
dig_Mo|mahadasha|ix_paksha_ju_dig,own||Ra||KRISHNA_debilitated,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
dig_Me|mahadasha|ix_paksha_nak,enemy||Ra||SHUKLA_Mula,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
dig_Ma|dig_Ve|dig_Me,exalted||own||debilitated,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
vara_dig|dig_Ma|nakl_dig,friendly||neutral||own,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
moon_phase|dig_Ju|dig_Me,BALSAMIC||own||enemy,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
dig_Me|tara_quality|ix_paksha_ju_dig,enemy||good||KRISHNA_enemy,14,13,0.9286,0.6853,0.00501496,3,BULL_DIR
comb_Mo_s|gand_Mo_s,comb_Mo=1||gand_Mo=1,28,24,0.8571,0.6851,0.00090409,2,BULL_DIR
ix_paksha_ju_dig|comb_Me_s,KRISHNA_moolatrikona||comb_Me=1,28,24,0.8571,0.6851,0.00090409,2,BULL_DIR
dig_Mo|dig_Me|ix_paksha_ju_dig,neutral||friendly||KRISHNA_enemy,131,100,0.7634,0.6837,4.9e-07,3,BULL_DIR
dig_Sa|dig_Ma|mahadasha,own||own||Ju,68,54,0.7941,0.6836,3.846e-05,3,BULL_DIR
paksha|dig_Ma|mahadasha,KRISHNA||own||Ju,64,51,0.7969,0.6829,6.565e-05,3,BULL_DIR
moon_phase|dig_Ma|dig_Ve,CRESCENT||enemy||neutral,36,30,0.8333,0.6811,0.00057686,3,BULL_DIR
dig_Ma|dig_Me|sade_sati_phase,own||enemy||none,52,42,0.8077,0.681,0.00012697,3,BULL_DIR
nak_mo_qual|dig_Ve|dig_Me,Ugra||enemy||enemy,52,42,0.8077,0.681,0.00012697,3,BULL_DIR
dig_Mo|dig_Me|parivartana_any_s,debilitated||debilitated||parivartana_any=1,23,20,0.8696,0.6787,0.0024186,3,BULL_DIR
moon_phase|tara_quality|nakl_dig,GIBBOUS||critical||enemy,23,20,0.8696,0.6787,0.0024186,3,BULL_DIR
moon_phase|dig_Sa|dig_Mo,BALSAMIC||enemy||own,23,20,0.8696,0.6787,0.0024186,3,BULL_DIR
dig_Ma|dig_Me|mahadasha,moolatrikona||debilitated||Ra,23,20,0.8696,0.6787,0.0024186,3,BULL_DIR
vara_dig|dig_Ju|ix_paksha_ju_dig,enemy||debilitated||KRISHNA_debilitated,23,20,0.8696,0.6787,0.0024186,3,BULL_DIR
vara_dig|ix_paksha_ju_dig,enemy||KRISHNA_debilitated,23,20,0.8696,0.6787,0.0024186,2,BULL_DIR
dig_Ma|dig_Me|sade_sati_phase,moolatrikona||debilitated||none,23,20,0.8696,0.6787,0.0024186,3,BULL_DIR
dig_Mo|dig_Ma|ix_paksha_ju_dig,own||friendly||SHUKLA_enemy,23,20,0.8696,0.6787,0.0024186,3,BULL_DIR
moon_phase|dig_Ma|tara_quality,GIBBOUS||enemy||critical,23,20,0.8696,0.6787,0.0024186,3,BULL_DIR
dig_Ma|dig_Me|comb_Mo_s,neutral||friendly||comb_Mo=1,23,20,0.8696,0.6787,0.0024186,3,BULL_DIR
paksha|vara_dig|ix_paksha_ju_dig,KRISHNA||enemy||KRISHNA_debilitated,23,20,0.8696,0.6787,0.0024186,3,BULL_DIR
paksha|vara_dig|dig_Ju,KRISHNA||enemy||debilitated,23,20,0.8696,0.6787,0.0024186,3,BULL_DIR
dig_Ve|mahadasha,debilitated||Ju,78,61,0.7821,0.6784,2.813e-05,2,BULL_DIR
dig_Ve|mahadasha|parivartana_any_s,debilitated||Ju||parivartana_any=0,59,47,0.7966,0.6773,0.00010613,3,BULL_DIR
dig_Ju|dig_Ve|sade_sati_phase,own||neutral||rising,8,8,1.0,0.6756,1.366e-05,3,STRONG_BULL
dig_Ju|dig_Sa|dig_Ve,own||neutral||neutral,8,8,1.0,0.6756,1.366e-05,3,STRONG_BULL
dig_Sa|dig_Ve|ix_paksha_ju_dig,neutral||neutral||SHUKLA_own,8,8,1.0,0.6756,1.366e-05,3,STRONG_BULL
dig_Mo|dig_Me|ix_paksha_ju_dig,friendly||enemy||KRISHNA_own,8,8,1.0,0.6756,1.366e-05,3,STRONG_BULL
dig_Ve|sade_sati_phase|ix_paksha_ju_dig,neutral||rising||SHUKLA_own,8,8,1.0,0.6756,1.366e-05,3,STRONG_BULL
dig_Ju|dig_Ma|sade_sati_phase,neutral||friendly||rising,27,23,0.8519,0.6752,0.0014794,3,BULL_DIR
dig_Sa|dig_Ma|dig_Me,moolatrikona||own||neutral,27,23,0.8519,0.6752,0.0014794,3,BULL_DIR
dig_Sa|dig_Ma|mahadasha,moolatrikona||own||Ju,27,23,0.8519,0.6752,0.0014794,3,BULL_DIR
dig_Ju|dig_Ma|dig_Ve,neutral||friendly||friendly,27,23,0.8519,0.6752,0.0014794,3,BULL_DIR
paksha|dig_Me|nakl_dig,KRISHNA||friendly||moolatrikona,27,23,0.8519,0.6752,0.0014794,3,BULL_DIR
dig_Sa|dig_Ma|parivartana_any_s,moolatrikona||own||parivartana_any=0,27,23,0.8519,0.6752,0.0014794,3,BULL_DIR
dig_Sa|dig_Ma|sade_sati_phase,moolatrikona||own||none,27,23,0.8519,0.6752,0.0014794,3,BULL_DIR
dig_Ve|ix_paksha_ju_dig|papakartari_s,moolatrikona||KRISHNA_exalted||papakartari=0,27,23,0.8519,0.6752,0.0014794,3,BULL_DIR
dig_Ve|sade_sati_phase|ix_paksha_nak,enemy||none||SHUKLA_Magha,27,23,0.8519,0.6752,0.0014794,3,BULL_DIR
dig_Ju|dig_Sa|dig_Ma,friendly||moolatrikona||own,27,23,0.8519,0.6752,0.0014794,3,BULL_DIR
dig_Sa|dig_Ma|ix_paksha_ju_dig,moolatrikona||neutral||KRISHNA_friendly,27,23,0.8519,0.6752,0.0014794,3,BULL_DIR
dig_Ju|dig_Sa|dig_Ma,neutral||neutral||friendly,27,23,0.8519,0.6752,0.0014794,3,BULL_DIR
dig_Sa|dig_Ma,moolatrikona||own,27,23,0.8519,0.6752,0.0014794,2,BULL_DIR
dig_Ju|dig_Ma|mahadasha,friendly||own||Ju,27,23,0.8519,0.6752,0.0014794,3,BULL_DIR
dig_Ve|dig_Me|mahadasha,debilitated||friendly||Ju,31,26,0.8387,0.6737,0.00094891,3,BULL_DIR
dig_Ve|dig_Me|ix_paksha_ju_dig,debilitated||friendly||SHUKLA_enemy,31,26,0.8387,0.6737,0.00094891,3,BULL_DIR
dig_Ma|dig_Me,moolatrikona||debilitated,31,26,0.8387,0.6737,0.00094891,2,BULL_DIR
moon_phase|dig_Ma|dig_Ve,GIBBOUS||friendly||friendly,31,26,0.8387,0.6737,0.00094891,3,BULL_DIR
dig_Ve|dig_Me|parivartana_any_s,moolatrikona||friendly||parivartana_any=0,109,83,0.7615,0.6734,6.1e-06,3,BULL_DIR
vara_dig|dig_Sa|dig_Ma,enemy||enemy||neutral,39,32,0.8205,0.6733,0.00055714,3,BULL_DIR
dig_Ve|mahadasha|papakartari_s,debilitated||Ju||papakartari=0,73,57,0.7808,0.6732,4.807e-05,3,BULL_DIR
moon_phase|dig_Ma|dig_Ve,CRESCENT||neutral||moolatrikona,18,16,0.8889,0.672,0.0035073,3,BULL_DIR
dig_Ve|dig_Me|ix_paksha_ju_dig,moolatrikona||neutral||KRISHNA_exalted,18,16,0.8889,0.672,0.0035073,3,BULL_DIR
dig_Ve|ix_paksha_ju_dig|comb_Mo_s,neutral||KRISHNA_moolatrikona||comb_Mo=0,18,16,0.8889,0.672,0.0035073,3,BULL_DIR
dig_Ju|dig_Sa|dig_Ma,own||own||enemy,18,16,0.8889,0.672,0.0035073,3,BULL_DIR
dig_Mo|dig_Ve|dig_Me,debilitated||friendly||debilitated,18,16,0.8889,0.672,0.0035073,3,BULL_DIR
dig_Me|sade_sati_phase|comb_Mo_s,own||setting||comb_Mo=0,18,16,0.8889,0.672,0.0035073,3,BULL_DIR
moon_phase|dig_Ma|dig_Me,NEW||neutral||own,18,16,0.8889,0.672,0.0035073,3,BULL_DIR
vara_dig|tara_quality|ix_paksha_ju_dig,own||prosperity||KRISHNA_friendly,18,16,0.8889,0.672,0.0035073,3,BULL_DIR
nak_mo_qual|vara_dig|ix_paksha_ju_dig,Mridu||neutral||KRISHNA_debilitated,18,16,0.8889,0.672,0.0035073,3,BULL_DIR
moon_phase|dig_Ju|dig_Me,CRESCENT||friendly||own,18,16,0.8889,0.672,0.0035073,3,BULL_DIR
dig_Ve|tara_quality|ix_paksha_ju_dig,friendly||critical||SHUKLA_friendly,18,16,0.8889,0.672,0.0035073,3,BULL_DIR
nak_mo_qual|ix_paksha_ju_dig|parivartana_any_s,Tikshna||KRISHNA_debilitated||parivartana_any=0,18,16,0.8889,0.672,0.0035073,3,BULL_DIR
vara_dig|dig_Sa|ix_paksha_ju_dig,debilitated||enemy||KRISHNA_enemy,18,16,0.8889,0.672,0.0035073,3,BULL_DIR
moon_phase|dig_Me|ix_paksha_ju_dig,CRESCENT||own||SHUKLA_friendly,18,16,0.8889,0.672,0.0035073,3,BULL_DIR
paksha|dig_Sa|dig_Mo,KRISHNA||neutral||debilitated,61,48,0.7869,0.6688,0.00014693,3,BULL_DIR
vara_dig|dig_Sa|dig_Mo,debilitated||own||friendly,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
moon_phase|dig_Ma|dig_Ve,NEW||neutral||debilitated,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
dig_Ve|dig_Me|comb_Mo_s,debilitated||friendly||comb_Mo=1,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
dig_Mo|dig_Me|sade_sati_phase,debilitated||friendly||setting,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
nak_mo_name|dig_Ve|sade_sati_phase,Krittika||debilitated||none,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
dig_Me|ix_paksha_ju_dig|ix_paksha_nak,friendly||KRISHNA_enemy||KRISHNA_UttaraBhadrapada,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
moon_phase|nak_mo_name|dig_Ju,LAST_Q||UttaraBhadrapada||enemy,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
nak_mo_name|dig_Sa|dig_Ma,Punarvasu||enemy||friendly,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
sade_sati_phase|ix_paksha_nak,setting||KRISHNA_Ashwini,13,12,0.9231,0.6669,0.00899994,2,BULL_DIR
tara_quality|sade_sati_phase|ix_paksha_nak,achievement||setting||KRISHNA_Ashwini,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
paksha|sade_sati_phase|ix_paksha_nak,KRISHNA||setting||KRISHNA_Ashwini,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
dig_Sa|dig_Ma|dig_Me,friendly||exalted||friendly,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
nak_mo_name|dig_Ma|dig_Me,Bharani||friendly||friendly,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
dig_Mo|sade_sati_phase|ix_paksha_nak,neutral||setting||KRISHNA_Ashwini,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
moon_phase|nak_mo_name|dig_Ma,LAST_Q||Bharani||neutral,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
moon_phase|dig_Ma|dig_Me,DIS_GIBBOUS||neutral||enemy,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
dig_Sa|mahadasha|ix_paksha_nak,neutral||Ra||KRISHNA_Jyeshtha,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
dig_Mo|dig_Ve|dig_Me,own||friendly||own,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
nak_mo_qual|dig_Sa|nakl_dig,Tikshna||neutral||debilitated,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
vara_dig|dig_Sa|dig_Mo,own||own||exalted,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
nak_mo_qual|sade_sati_phase|ix_paksha_nak,Laghu||setting||KRISHNA_Ashwini,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
dig_Sa|mahadasha|nakl_dig,exalted||Ra||moolatrikona,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
dig_Sa|sade_sati_phase|nakl_dig,exalted||none||moolatrikona,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
vara_dig|dig_Mo|nakl_dig,neutral||exalted||neutral,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
vara_dig|dig_Ve|tara_quality,friendly||debilitated||good,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
dig_Sa|sade_sati_phase|ix_paksha_nak,friendly||setting||KRISHNA_Ashwini,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
dig_Sa|sade_sati_phase|ix_paksha_nak,neutral||none||KRISHNA_Jyeshtha,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
dig_Me|mahadasha|ix_paksha_nak,friendly||Ju||KRISHNA_PurvaBhadrapada,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
nak_mo_name|dig_Me|ix_paksha_ju_dig,UttaraBhadrapada||friendly||KRISHNA_enemy,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
moon_phase|dig_Ju|ix_paksha_nak,LAST_Q||enemy||KRISHNA_UttaraBhadrapada,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
sade_sati_phase|ix_paksha_nak|papakartari_s,setting||KRISHNA_Ashwini||papakartari=0,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
vara_dig|mahadasha|nakl_dig,enemy||Ra||moolatrikona,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
dig_Mo|dig_Ma|dig_Me,own||enemy||own,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
nak_mo_name|sade_sati_phase|ix_paksha_nak,Ashwini||setting||KRISHNA_Ashwini,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
moon_phase|dig_Ju|sade_sati_phase,DIS_GIBBOUS||enemy||setting,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
paksha|nak_mo_name|sade_sati_phase,KRISHNA||Ashwini||setting,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
dig_Ma|dig_Me|sade_sati_phase,exalted||friendly||peak,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
moon_phase|dig_Ma|ix_paksha_nak,LAST_Q||neutral||KRISHNA_Bharani,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
dig_Ve|sade_sati_phase|ix_paksha_nak,debilitated||none||KRISHNA_Krittika,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
dig_Ju|dig_Me|ix_paksha_nak,enemy||friendly||KRISHNA_UttaraBhadrapada,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
dig_Sa|nakl_dig,exalted||moolatrikona,13,12,0.9231,0.6669,0.00899994,2,BULL_DIR
nak_mo_name|dig_Ju|dig_Ve,UttaraBhadrapada||enemy||enemy,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
mahadasha|ix_paksha_nak|parivartana_any_s,Ju||KRISHNA_Krittika||parivartana_any=0,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
moon_phase|tara_quality|mahadasha,NEW||achievement||Ju,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
moon_phase|sade_sati_phase|ix_paksha_ju_dig,DIS_GIBBOUS||setting||KRISHNA_enemy,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
moon_phase|dig_Ve|nakl_dig,CRESCENT||moolatrikona||neutral,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
moon_phase|ix_paksha_ju_dig|ix_paksha_nak,LAST_Q||KRISHNA_enemy||KRISHNA_UttaraBhadrapada,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
dig_Ve|dig_Me|ix_paksha_ju_dig,own||friendly||KRISHNA_exalted,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
dig_Ju|dig_Ve|mahadasha,debilitated||moolatrikona||Ra,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
moon_phase|nak_mo_name|ix_paksha_ju_dig,LAST_Q||UttaraBhadrapada||KRISHNA_enemy,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
dig_Sa|dig_Mo|nakl_dig,friendly||friendly||moolatrikona,13,12,0.9231,0.6669,0.00899994,3,BULL_DIR
nak_mo_name|vara_dig|mahadasha,Magha||own||Ra,22,19,0.8636,0.6666,0.0040601,3,BULL_DIR
moon_phase|dig_Ve|sade_sati_phase,BALSAMIC||neutral||rising,22,19,0.8636,0.6666,0.0040601,3,BULL_DIR
dig_Me|sade_sati_phase|ix_paksha_ju_dig,friendly||setting||SHUKLA_exalted,22,19,0.8636,0.6666,0.0040601,3,BULL_DIR
vara_dig|dig_Ma|ix_paksha_ju_dig,enemy||enemy||KRISHNA_debilitated,22,19,0.8636,0.6666,0.0040601,3,BULL_DIR
dig_Sa|dig_Ve|ix_paksha_ju_dig,enemy||own||KRISHNA_friendly,22,19,0.8636,0.6666,0.0040601,3,BULL_DIR
dig_Sa|dig_Ma|dig_Ve,enemy||enemy||own,22,19,0.8636,0.6666,0.0040601,3,BULL_DIR
paksha|dig_Ma|dig_Me,SHUKLA||exalted||enemy,22,19,0.8636,0.6666,0.0040601,3,BULL_DIR
dig_Sa|dig_Me|ix_paksha_ju_dig,friendly||friendly||SHUKLA_exalted,22,19,0.8636,0.6666,0.0040601,3,BULL_DIR
dig_Ma|dig_Me|ix_paksha_ju_dig,exalted||enemy||SHUKLA_enemy,22,19,0.8636,0.6666,0.0040601,3,BULL_DIR
dig_Sa|dig_Ma|parivartana_any_s,enemy||moolatrikona||parivartana_any=0,38,31,0.8158,0.6658,0.00087001,3,BULL_DIR
dig_Me|sade_sati_phase|ix_paksha_ju_dig,debilitated||none||SHUKLA_enemy,53,42,0.7925,0.6654,0.00041638,3,BULL_DIR
dig_Sa|dig_Ve|dig_Me,own||debilitated||friendly,34,28,0.8235,0.6649,0.00146332,3,BULL_DIR
moon_phase|dig_Sa|dig_Ve,BALSAMIC||neutral||neutral,34,28,0.8235,0.6649,0.00146332,3,BULL_DIR
dig_Sa|dig_Ma|dig_Me,exalted||neutral||friendly,26,22,0.8462,0.6647,0.0024121,3,BULL_DIR
sade_sati_phase|parivartana_any_s|comb_Mo_s,rising||parivartana_any=1||comb_Mo=1,26,22,0.8462,0.6647,0.0024121,3,BULL_DIR
dig_Sa|dig_Mo|dig_Ve,debilitated||neutral||own,30,25,0.8333,0.6644,0.00150846,3,BULL_DIR
dig_Ma|dig_Me|comb_Mo_s,moolatrikona||debilitated||comb_Mo=0,30,25,0.8333,0.6644,0.00150846,3,BULL_DIR
dig_Sa|dig_Ma|dig_Ve,own||friendly||debilitated,30,25,0.8333,0.6644,0.00150846,3,BULL_DIR
dig_Me|sade_sati_phase|papakartari_s,friendly||setting||papakartari=0,116,87,0.75,0.664,1.173e-05,3,BULL_DIR
dig_Sa|dig_Ve|papakartari_s,own||debilitated||papakartari=0,60,47,0.7833,0.6638,0.00021891,3,BULL_DIR
nak_mo_qual|dig_Sa|nakl_dig,Mridu||enemy||neutral,49,39,0.7959,0.6636,0.00044834,3,BULL_DIR
dig_Ma|dig_Me|parivartana_any_s,own||enemy||parivartana_any=0,49,39,0.7959,0.6636,0.00044834,3,BULL_DIR
dig_Ju|dig_Sa|mahadasha,exalted||friendly||Ra,70,54,0.7714,0.6605,0.00015255,3,BULL_DIR
dig_Ju|mahadasha|sade_sati_phase,exalted||Ra||setting,70,54,0.7714,0.6605,0.00015255,3,BULL_DIR
dig_Mo|dig_Ve|dig_Me,friendly||moolatrikona||friendly,41,33,0.8049,0.6599,0.00082913,3,BULL_DIR
dig_Sa|dig_Me|ix_paksha_ju_dig,own||neutral||KRISHNA_debilitated,41,33,0.8049,0.6599,0.00082913,3,BULL_DIR
dig_Sa|dig_Me|nakl_dig,enemy||enemy||enemy,59,46,0.7797,0.6587,0.0003252,3,BULL_DIR
dig_Sa|dig_Ma|dig_Ve,friendly||neutral||moolatrikona,37,30,0.8108,0.6579,0.00135356,3,BULL_DIR
moon_phase|dig_Me|sade_sati_phase,FULL||debilitated||none,37,30,0.8108,0.6579,0.00135356,3,BULL_DIR
sade_sati_phase|ix_paksha_ju_dig|papakartari_s,setting||SHUKLA_friendly||papakartari=0,117,87,0.7436,0.6576,2.012e-05,3,BULL_DIR
dig_Ma|nakl_dig|ix_paksha_ju_dig,friendly||neutral||KRISHNA_debilitated,17,15,0.8824,0.6566,0.00595351,3,BULL_DIR
dig_Ma|mahadasha|ix_paksha_ju_dig,enemy||Ju||SHUKLA_neutral,17,15,0.8824,0.6566,0.00595351,3,BULL_DIR
