features,condition,outcome,n,k_pos,win_rate,wilson_lower,p_value,complexity,base_rate,outcome_label
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|degcat_Me|deg_sq_Ju_Su_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=1||asp7_Ra_Mo=1||asp3_Sa_Ju=1||mid||deg_sq_Ju_Su=0,is_bull,10,7,0.7,0.3968,0.52731644,14,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|degcat_Me|deg_sq_Ju_Su_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=1||mid||deg_sq_Ju_Su=0,is_bull,78,55,0.7051,0.5962,0.00589781,14,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|deg_opp_Ra_Ju_s|deg_trine_Ju_Ma_s|asp4_Ma_Su_s|asp7_Su_Ra_s|asp7_Ra_Su_s|asp5_Ra_Su_s|kshu_Su_s|asp4_Ma_Ve_s|degcat_Su|asp_Ke_natal_mo_s|asp4_Ma_Ju_s|asp7_Ve_lord|asp_Ve_dom_Ju_s|asp_Me_dom_Mo_s|sa_special_asp_Ju_s|ex_trine_Ju_Ma_s|deg_conj_Ju_Ma_s|deg_trine_Ma_Su_s|mudi_Ra_s|degcat_Ju|dig_Ke|digsc_Ke|ishta_Ke|kashta_Ke|mudi_Ke_s|own_nak_Su_s|paksha|paksha_bala_Su_s|paksha_bala_Mo_s|paksha_bala_Me_s|paksha_bala_Ve_s|paksha_bala_Ma_s|paksha_bala_Ju_s|paksha_bala_Sa_s|paksha_bala_Ra_s|paksha_bala_Ke_s|stat_Ma_s|asp_Me_dom_Su_s|deg_conj_Me_Sa_s|asp7_Me_Ra_s|asp7_Ra_Me_s|deg_sq_Me_Ma_s|asp9_Ke_Ve_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=1||deg_sq_Ju_Su=0||asp10_Sa_Me=1||deg_sq_Sa_Ma=1||asp_Ju_natal_mo=0||deg_opp_Ra_Ju=0||deg_trine_Ju_Ma=0||asp4_Ma_Su=0||asp7_Su_Ra=0||asp7_Ra_Su=0||asp5_Ra_Su=0||kshu_Su=0||asp4_Ma_Ve=0||low||asp_Ke_natal_mo=0||asp4_Ma_Ju=0||Ju||asp_Ve_dom_Ju=1||asp_Me_dom_Mo=0||sa_special_asp_Ju=1||ex_trine_Ju_Ma=0||deg_conj_Ju_Ma=0||deg_trine_Ma_Su=0||mudi_Ra=0||mid||friendly||4||30.0||30.0||mudi_Ke=1||own_nak_Su=0||SHUKLA||paksha_bala_Su=0||paksha_bala_Mo=1||paksha_bala_Me=1||paksha_bala_Ve=1||paksha_bala_Ma=0||paksha_bala_Ju=1||paksha_bala_Sa=0||paksha_bala_Ra=0||paksha_bala_Ke=0||stat_Ma=0||asp_Me_dom_Su=0||deg_conj_Me_Sa=0||asp7_Me_Ra=0||asp7_Ra_Me=0||deg_sq_Me_Ma=0||asp9_Ke_Ve=0,is_bull,6,6,1.0,0.6097,0.03613638,59,0.5511,BULL_DIR
degcat_Su|asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|deg_opp_Ra_Ju_s|deg_trine_Ju_Ma_s|asp4_Ma_Su_s|asp7_Su_Ra_s|asp7_Ra_Su_s|asp5_Ra_Su_s|kshu_Su_s|asp4_Ma_Ve_s,mid||asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=1||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=1||asp_Ju_natal_mo=0||deg_opp_Ra_Ju=0||deg_trine_Ju_Ma=0||asp4_Ma_Su=0||asp7_Su_Ra=0||asp7_Ra_Su=0||asp5_Ra_Su=0||kshu_Su=0||asp4_Ma_Ve=0,is_bull,6,6,1.0,0.6097,0.03613638,25,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp7_Ve_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp7_Ve_sign|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|asp5_Ra_sign|asp5_Ra_lord|asp7_Ra_sign|asp9_Ra_sign|asp5_Ke_sign|asp7_Ke_sign|asp9_Ke_sign|deg_opp_Ra_Ju_s|elem_Ve,asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||Ve||asp9_Ra_Ve=1||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||Sa||gand_Sa=0||2||asp_Ve_natal_mo=1||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=1||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||4||Mo||6||8||10||12||2||deg_opp_Ra_Ju=0||W,is_bull,12,6,0.5,0.2538,0.7769346,27,0.5511,BULL_DIR
degcat_Su|asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp7_Ve_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp7_Ve_sign|asp_Ve_natal_mo_s,mid||asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||Ve||asp9_Ra_Ve=1||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||Sa||gand_Sa=0||2||asp_Ve_natal_mo=1,is_bull,14,5,0.3571,0.1634,0.18101734,12,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|degcat_Me|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=1||mid||deg_sq_Ju_Su=1||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0,is_bull,10,6,0.6,0.3127,1.0,17,0.5511,BULL_DIR
degcat_Su|asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s,mid||asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=1||asp7_Ra_Mo=1||asp3_Sa_Ju=1,is_bull,11,10,0.9091,0.6226,0.02859873,13,0.5511,BULL_DIR
degcat_Su|asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s,mid||asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=1||deg_sq_Ju_Su=1||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0,is_bull,8,5,0.625,0.3057,0.7376887,17,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|degcat_Me|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|asp5_Ra_sign|asp5_Ra_lord|asp7_Ra_sign|asp9_Ra_sign|asp5_Ke_sign|asp7_Ke_sign|asp9_Ke_sign|deg_opp_Ra_Ju_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=0||mid||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||4||Mo||6||8||10||12||2||deg_opp_Ra_Ju=0,is_bull,30,18,0.6,0.4232,0.7137966,25,0.5511,BULL_DIR
degcat_Su|asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|asp5_Ra_sign|asp5_Ra_lord|asp7_Ra_sign|asp9_Ra_sign|asp5_Ke_sign|asp7_Ke_sign|asp9_Ke_sign|deg_opp_Ra_Ju_s,mid||asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=0||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||4||Mo||6||8||10||12||2||deg_opp_Ra_Ju=0,is_bull,35,18,0.5143,0.3557,0.73428385,25,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|asp5_Ra_sign|asp5_Ra_lord|asp7_Ra_sign|asp9_Ra_sign|asp5_Ke_sign|asp7_Ke_sign|asp9_Ke_sign|deg_opp_Ra_Ju_s|deg_trine_Ju_Ma_s|asp4_Ma_Su_s|asp7_Su_Ra_s|asp7_Ra_Su_s|asp8_Ma_lord|asp5_Ra_Su_s|kshu_Su_s|asp4_Ma_Ve_s|asp_Ke_natal_mo_s|asp4_Ma_Ju_s|asp_Ve_dom_Ju_s|asp_Me_dom_Mo_s|sa_special_asp_Ju_s|ex_trine_Ju_Ma_s|deg_conj_Ju_Ma_s|deg_trine_Ma_Su_s|mudi_Ra_s|dig_Ma|digsc_Ma|ishta_Ma|kashta_Ma|dig_Ke|digsc_Ke|ishta_Ke|kashta_Ke|mudi_Ke_s|own_nak_Su_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=0||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||4||Mo||6||8||10||12||2||deg_opp_Ra_Ju=0||deg_trine_Ju_Ma=0||asp4_Ma_Su=0||asp7_Su_Ra=0||asp7_Ra_Su=0||Ma||asp5_Ra_Su=0||kshu_Su=1||asp4_Ma_Ve=0||asp_Ke_natal_mo=1||asp4_Ma_Ju=0||asp_Ve_dom_Ju=0||asp_Me_dom_Mo=0||sa_special_asp_Ju=0||ex_trine_Ju_Ma=0||deg_conj_Ju_Ma=0||deg_trine_Ma_Su=0||mudi_Ra=0||moolatrikona||6||45.0||15.0||friendly||4||30.0||30.0||mudi_Ke=1||own_nak_Su=0,is_bull,8,7,0.875,0.5291,0.0816581,51,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|asp5_Ra_sign|asp5_Ra_lord|asp7_Ra_sign|asp9_Ra_sign|asp5_Ke_sign|asp7_Ke_sign|asp9_Ke_sign|deg_opp_Ra_Ju_s|deg_trine_Ju_Ma_s|asp4_Ma_Su_s|asp7_Su_Ra_s|asp7_Ra_Su_s|asp8_Ma_lord|asp5_Ra_Su_s|kshu_Su_s|asp4_Ma_Ve_s|asp_Ke_natal_mo_s|asp4_Ma_Ju_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=0||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||4||Mo||6||8||10||12||2||deg_opp_Ra_Ju=0||deg_trine_Ju_Ma=0||asp4_Ma_Su=0||asp7_Su_Ra=0||asp7_Ra_Su=0||Ma||asp5_Ra_Su=0||kshu_Su=1||asp4_Ma_Ve=0||asp_Ke_natal_mo=1||asp4_Ma_Ju=0,is_bull,10,9,0.9,0.5958,0.02795949,34,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|ix_sa_speed_dig|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||retrograde_own||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0,is_bull,62,43,0.6935,0.5703,0.02857386,10,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|asp5_Ra_sign|asp5_Ra_lord|asp7_Ra_sign|asp9_Ra_sign|asp5_Ke_sign|asp7_Ke_sign|asp9_Ke_sign|deg_opp_Ra_Ju_s|deg_trine_Ju_Ma_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||asp9_Ra_Ve=0||deg_trine_Ve_Ma=1||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=0||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||4||Mo||6||8||10||12||2||deg_opp_Ra_Ju=0||deg_trine_Ju_Ma=0,is_bull,16,10,0.625,0.3864,0.62204242,25,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp7_Ve_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp7_Ve_sign|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||Ve||asp9_Ra_Ve=1||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||Sa||gand_Sa=0||2||asp_Ve_natal_mo=1||asp7_Mo_Ra=0||asp7_Ra_Mo=0,is_bull,27,11,0.4074,0.2451,0.17404298,13,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|asp5_Ra_sign|asp5_Ra_lord|asp7_Ra_sign|asp9_Ra_sign|asp5_Ke_sign|asp7_Ke_sign|asp9_Ke_sign|deg_opp_Ra_Ju_s|deg_trine_Ju_Ma_s|asp4_Ma_Su_s|dig_Ve|digsc_Ve|ishta_Ve|kashta_Ve|asp7_Su_Ra_s|asp7_Ra_Su_s|asp5_Ra_Su_s|kshu_Su_s|asp4_Ma_Ve_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=0||deg_sq_Ju_Su=0||asp10_Sa_Me=1||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||4||Mo||6||8||10||12||2||deg_opp_Ra_Ju=0||deg_trine_Ju_Ma=0||asp4_Ma_Su=0||neutral||3||22.5||37.5||asp7_Su_Ra=0||asp7_Ra_Su=0||asp5_Ra_Su=0||kshu_Su=0||asp4_Ma_Ve=0,is_bull,7,7,1.0,0.6457,0.01906765,35,0.5511,BULL_DIR
degcat_Su|asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s,mid||asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=1||asp7_Ra_Mo=1,is_bull,15,12,0.8,0.5481,0.06788171,12,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=0,is_bull,243,127,0.5226,0.46,0.39405792,12,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=1||asp7_Ra_Mo=1||asp3_Sa_Ju=0,is_bull,14,6,0.4286,0.2138,0.42474103,12,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp10_Sa_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ma||asp9_Ra_Ve=0||deg_trine_Ve_Ma=1||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0,is_bull,18,11,0.6111,0.3862,0.64442611,9,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|asp5_Ra_sign|asp5_Ra_lord|asp7_Ra_sign|asp9_Ra_sign|asp5_Ke_sign|asp7_Ke_sign|asp9_Ke_sign|deg_opp_Ra_Ju_s|elem_Ve|deg_trine_Ju_Ma_s|asp4_Ma_Su_s|asp7_Su_Ra_s|asp7_Ra_Su_s|asp5_Ra_Su_s|kshu_Su_s|asp4_Ma_Ve_s|asp_Ke_natal_mo_s|asp4_Ma_Ju_s|asp_Ve_dom_Ju_s|asp_Me_dom_Mo_s|sa_special_asp_Ju_s|ex_trine_Ju_Ma_s|ix_argala_paksha|deg_conj_Ju_Ma_s|deg_trine_Ma_Su_s|mudi_Ra_s|dig_Ma|digsc_Ma|ishta_Ma|kashta_Ma|dig_Ke|digsc_Ke|ishta_Ke|kashta_Ke|mudi_Ke_s|own_nak_Su_s|paksha|paksha_bala_Su_s|paksha_bala_Mo_s|paksha_bala_Me_s|paksha_bala_Ve_s|paksha_bala_Ma_s|paksha_bala_Ju_s|paksha_bala_Sa_s|paksha_bala_Ra_s|paksha_bala_Ke_s|stat_Ma_s|asp_Me_dom_Su_s|degcat_Ju,asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp9_Ra_Ve=0||deg_trine_Ve_Ma=1||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=1||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||4||Mo||6||8||10||12||2||deg_opp_Ra_Ju=0||W||deg_trine_Ju_Ma=0||asp4_Ma_Su=0||asp7_Su_Ra=0||asp7_Ra_Su=0||asp5_Ra_Su=0||kshu_Su=0||asp4_Ma_Ve=0||asp_Ke_natal_mo=1||asp4_Ma_Ju=0||asp_Ve_dom_Ju=0||asp_Me_dom_Mo=0||sa_special_asp_Ju=1||ex_trine_Ju_Ma=0||0_SHUKLA||deg_conj_Ju_Ma=0||deg_trine_Ma_Su=0||mudi_Ra=0||debilitated||1||7.5||52.5||friendly||4||30.0||30.0||mudi_Ke=1||own_nak_Su=0||SHUKLA||paksha_bala_Su=0||paksha_bala_Mo=1||paksha_bala_Me=1||paksha_bala_Ve=1||paksha_bala_Ma=0||paksha_bala_Ju=1||paksha_bala_Sa=0||paksha_bala_Ra=0||paksha_bala_Ke=0||stat_Ma=0||asp_Me_dom_Su=0||high,is_bull,12,8,0.6667,0.3906,0.56498349,64,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp9_Ra_Ve=0||deg_trine_Ve_Ma=1||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=1||asp7_Ra_Mo=1,is_bull,6,5,0.8333,0.4365,0.23321943,10,0.5511,BULL_DIR
